"id"	"geneNum"	"description"	"BaiduTrans"	"definition"	"gene"
"GO:0000035"	"1"	"acyl binding"	"酰基结合"	"Binding to an acyl group, any group formally derived by removal of the hydroxyl group from the acid function of a carboxylic acid."	"YKL192C"
"GO:0000036"	"1"	"acyl carrier activity"	"酰基载体活性"	"Binding an acyl group and presenting it for processing or offloading to a cognate enzyme. Covalently binds the acyl group via a phosphopantetheine prosthetic group and mediates protein-protein interactions with the enzyme conferring specificity. The acyl carrier protein (ACP) presents substrates to enzymes involved in fatty acid biosynthesis or in polyketide secondary metabolite biosynthesis."	"YKL192C"
"GO:0000049"	"43"	"tRNA binding"	"tRNA结合"	"Binding to a transfer RNA."	"YAL005C,YBL024W,YBL076C,YDL033C,YDL051W,YDL201W,YDL219W,YDR023W,YDR037W,YDR120C,YDR283C,YER025W,YFL022C,YGL105W,YGL122C,YGL169W,YGL211W,YGR054W,YGR128C,YHR011W,YHR187W,YHR196W,YKL205W,YLL024C,YLR384C,YML014W,YMR312W,YNL073W,YNL132W,YOL021C,YOL023W,YOL033W,YOL093W,YOL124C,YOR112W,YOR274W,YOR335C,YPL009C,YPL040C,YPL086C,YPL101W,YPL169C,YPR047W"
"GO:0000062"	"1"	"fatty-acyl-CoA binding"	"脂肪酰辅酶A结合"	"Binding to a fatty-acyl-CoA, any derivative of coenzyme A in which the sulfhydryl group is in thiolester linkage with a fatty acyl group."	"YGR037C"
"GO:0000064"	"3"	"L-ornithine transmembrane transporter activity"	"L-鸟氨酸跨膜转运蛋白活性"	"Enables the transfer of L-ornithine from one side of a membrane to the other. L-ornithine is 2,5-diaminopentanoic acid."	"YBR104W,YOR130C,YPR058W"
"GO:0000095"	"2"	"S-adenosyl-L-methionine transmembrane transporter activity"	"S-腺苷-L-甲硫氨酸跨膜转运蛋白活性"	"Enables the transfer of S-adenosylmethionine from one side of a membrane to the other. S-adenosylmethionine is S-(5'-adenosyl)-L-methionine, an important intermediate in one-carbon metabolism."	"YNL003C,YPL274W"
"GO:0000100"	"1"	"S-methylmethionine transmembrane transporter activity"	"S-甲基甲硫氨酸跨膜转运蛋白活性"	"Enables the transfer of S-methylmethionine from one side of a membrane to the other."	"YLL061W"
"GO:0000102"	"1"	"L-methionine secondary active transmembrane transporter activity"	"L-蛋氨酸次级活性跨膜转运蛋白活性"	"Enables the transfer of L-methionine from one side of a membrane to the other, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by a chemiosmotic source of energy. Secondary active transporters include symporters and antiporters."	"YGR055W"
"GO:0000104"	"2"	"succinate dehydrogenase activity"	"琥珀酸脱氢酶活性"	"Catalysis of the reaction: succinate + acceptor = fumarate + reduced acceptor."	"YKL141W,YMR118C"
"GO:0000107"	"1"	"imidazoleglycerol-phosphate synthase activity"	"咪唑甘油磷酸合酶活性"	"Catalysis of the reaction: phosphoribulosylformimino-AICAR-P + L-glutamine = D-erythro-imidazole-glycerol-phosphate + aminoimidazole carboxamide ribonucleotide + L-glutamate + 2 H(+)."	"YBR248C"
"GO:0000121"	"3"	"glycerol-1-phosphatase activity"	"甘油-1-磷酸酶活性"	"Catalysis of the reaction: glycerol-1-phosphate + H2O = glycerol + phosphate."	"YER062C,YIL053W,YNL010W"
"GO:0000140"	"1"	"acylglycerone-phosphate reductase activity"	"酰甘油磷酸还原酶活性"	"Catalysis of the reaction: 1-palmitoylglycerol-3-phosphate + NADP+ = palmitoylglycerone phosphate + NADPH + H(+)."	"YIL124W"
"GO:0000146"	"5"	"microfilament motor activity"	"微丝运动活动"	"A motor activity that generates movement along a microfilament, driven by ATP hydrolysis."	"YAL029C,YHR023W,YKL129C,YMR109W,YOR326W"
"GO:0000149"	"31"	"SNARE binding"	"圈套装订"	"Binding to a SNARE (soluble N-ethylmaleimide-sensitive factor attached protein receptor) protein."	"YAL014C,YBR080C,YDR164C,YDR189W,YDR468C,YER143W,YFL038C,YGL095C,YGL212W,YGR142W,YGR241C,YHR098C,YHR161C,YIL068C,YIL109C,YJL204C,YKL179C,YLR026C,YLR078C,YLR360W,YLR423C,YMR183C,YMR197C,YNL049C,YOL018C,YOR036W,YOR106W,YPL166W,YPL232W,YPR032W,YPR049C"
"GO:0000150"	"5"	"DNA strand exchange activity"	"DNA链交换活性"	"Catalysis of the identification and base-pairing of homologous sequences between single-stranded DNA and double-stranded DNA."	"YDR004W,YDR296W,YER095W,YER179W,YML032C"
"GO:0000155"	"1"	"phosphorelay sensor kinase activity"	"磷脂酶传感器激酶活性"	"Catalysis of the phosphorylation of a histidine residue in response to detection of an extracellular signal such as a chemical ligand or change in environment, to initiate a change in cell state or activity. The two-component sensor is a histidine kinase that autophosphorylates a histidine residue in its active site. The phosphate is then transferred to an aspartate residue in a downstream response regulator, to trigger a response."	"YIL147C"
"GO:0000156"	"2"	"phosphorelay response regulator activity"	"磷脂酶反应调节活性"	"Responds to a phosphorelay sensor to initiate a change in cell state or activity. The activity of the response regulator is regulated by transfer of a phosphate from a histidine residue in the sensor, to an aspartate residue in the response regulator. Many but not all response regulators act as transcriptional regulators to elicit a response."	"YHR206W,YLR006C"
"GO:0000166"	"672"	"nucleotide binding"	"核苷酸结合"	"Binding to a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose."	"YAL005C,YAL017W,YAL019W,YAL026C,YAL035W,YAL036C,YAL038W,YAL048C,YAR015W,YAR018C,YAR019C,YBL009W,YBL016W,YBL017C,YBL022C,YBL023C,YBL033C,YBL039C,YBL063W,YBL068W,YBL075C,YBL076C,YBL080C,YBL099W,YBL105C,YBL111C,YBR020W,YBR025C,YBR028C,YBR041W,YBR044C,YBR073W,YBR080C,YBR084W,YBR087W,YBR097W,YBR114W,YBR118W,YBR121C,YBR136W,YBR142W,YBR160W,YBR169C,YBR179C,YBR186W,YBR202W,YBR208C,YBR222C,YBR227C,YBR237W,YBR245C,YBR264C,YBR274W,YBR295W,YCL004W,YCL024W,YCL030C,YCL040W,YCL047C,YCL050C,YCR002C,YCR008W,YCR011C,YCR012W,YCR024C,YCR027C,YCR036W,YCR073C,YCR091W,YCR092C,YDL007W,YDL017W,YDL025C,YDL028C,YDL029W,YDL031W,YDL033C,YDL045C,YDL055C,YDL084W,YDL100C,YDL101C,YDL102W,YDL108W,YDL125C,YDL126C,YDL137W,YDL143W,YDL154W,YDL159W,YDL160C,YDL164C,YDL166C,YDL185W,YDL192W,YDL214C,YDL225W,YDL229W,YDR004W,YDR009W,YDR011W,YDR017C,YDR020C,YDR021W,YDR023W,YDR037W,YDR038C,YDR039C,YDR040C,YDR054C,YDR059C,YDR061W,YDR076W,YDR091C,YDR092W,YDR093W,YDR097C,YDR122W,YDR127W,YDR135C,YDR172W,YDR173C,YDR177W,YDR188W,YDR190C,YDR194C,YDR196C,YDR208W,YDR212W,YDR218C,YDR226W,YDR236C,YDR243C,YDR247W,YDR248C,YDR258C,YDR268W,YDR270W,YDR283C,YDR291W,YDR292C,YDR300C,YDR305C,YDR315C,YDR332W,YDR334W,YDR341C,YDR375C,YDR390C,YDR394W,YDR399W,YDR454C,YDR466W,YDR477W,YDR490C,YDR502C,YDR507C,YDR516C,YDR523C,YDR530C,YDR531W,YDR534C,YDR545W,YEL012W,YEL029C,YEL030W,YEL031W,YEL032W,YEL041W,YEL052W,YEL055C,YEL061C,YEL077C,YER005W,YER006W,YER013W,YER015W,YER017C,YER020W,YER025W,YER031C,YER036C,YER047C,YER052C,YER055C,YER070W,YER087W,YER095W,YER099C,YER100W,YER103W,YER123W,YER129W,YER164W,YER166W,YER168C,YER170W,YER171W,YER173W,YER176W,YER179W,YER183C,YER190W,YFL002C,YFL003C,YFL005W,YFL008W,YFL022C,YFL028C,YFL029C,YFL033C,YFL037W,YFL038C,YFL039C,YFL053W,YFL066C,YFR007W,YFR009W,YFR014C,YFR019W,YFR031C,YFR038W,YFR053C,YGL006W,YGL008C,YGL021W,YGL034C,YGL058W,YGL059W,YGL062W,YGL064C,YGL078C,YGL091C,YGL115W,YGL119W,YGL120C,YGL158W,YGL163C,YGL167C,YGL169W,YGL171W,YGL179C,YGL210W,YGL216W,YGL234W,YGL245W,YGL249W,YGL251C,YGL253W,YGR005C,YGR010W,YGR024C,YGR028W,YGR040W,YGR052W,YGR059W,YGR061C,YGR092W,YGR094W,YGR102C,YGR124W,YGR133W,YGR152C,YGR163W,YGR171C,YGR173W,YGR185C,YGR188C,YGR194C,YGR204W,YGR205W,YGR210C,YGR240C,YGR244C,YGR262C,YGR264C,YGR267C,YGR270W,YGR271W,YGR277C,YGR296W,YHL007C,YHL011C,YHL032C,YHL035C,YHR005C,YHR011W,YHR019C,YHR020W,YHR022C,YHR023W,YHR025W,YHR030C,YHR033W,YHR065C,YHR079C,YHR082C,YHR091C,YHR102W,YHR107C,YHR120W,YHR128W,YHR135C,YHR164C,YHR168W,YHR169W,YHR201C,YHR205W,YHR216W,YIL003W,YIL009W,YIL013C,YIL033C,YIL035C,YIL042C,YIL048W,YIL066C,YIL078W,YIL095W,YIL107C,YIL126W,YIL142W,YIL145C,YIL147C,YIL173W,YIL177C,YIR002C,YIR008C,YIR016W,YJL005W,YJL008C,YJL011C,YJL014W,YJL019W,YJL033W,YJL034W,YJL046W,YJL074C,YJL087C,YJL092W,YJL100W,YJL101C,YJL102W,YJL106W,YJL111W,YJL128C,YJL130C,YJL138C,YJL140W,YJL141C,YJL155C,YJL164C,YJL165C,YJL187C,YJL194W,YJL222W,YJL225C,YJR010W,YJR035W,YJR045C,YJR049C,YJR057W,YJR064W,YJR065C,YJR066W,YJR068W,YJR103W,YJR105W,YJR109C,YJR121W,YKL001C,YKL017C,YKL024C,YKL025C,YKL048C,YKL067W,YKL073W,YKL078W,YKL079W,YKL080W,YKL086W,YKL101W,YKL110C,YKL116C,YKL126W,YKL129C,YKL132C,YKL139W,YKL145W,YKL151C,YKL154W,YKL161C,YKL166C,YKL168C,YKL171W,YKL173W,YKL181W,YKL188C,YKL194C,YKL197C,YKL198C,YKL203C,YKL204W,YKL209C,YKL210W,YKL215C,YKR001C,YKR002W,YKR014C,YKR054C,YKR059W,YKR084C,YKR086W,YKR097W,YKR103W,YKR104W,YLL001W,YLL008W,YLL015W,YLL018C,YLL019C,YLL024C,YLL026W,YLL034C,YLL035W,YLL048C,YLL066C,YLL067C,YLR032W,YLR036C,YLR060W,YLR069C,YLR086W,YLR096W,YLR106C,YLR113W,YLR133W,YLR143W,YLR180W,YLR188W,YLR212C,YLR229C,YLR240W,YLR243W,YLR247C,YLR248W,YLR249W,YLR259C,YLR260W,YLR262C,YLR274W,YLR276C,YLR289W,YLR293C,YLR305C,YLR306W,YLR314C,YLR328W,YLR345W,YLR361C,YLR362W,YLR369W,YLR382C,YLR383W,YLR397C,YLR398C,YLR410W,YLR430W,YLR446W,YLR466W,YLR467W,YML001W,YML051W,YML061C,YML064C,YML065W,YML070W,YML085C,YML093W,YML121W,YML124C,YML133C,YMR001C,YMR023C,YMR078C,YMR080C,YMR089C,YMR097C,YMR104C,YMR106C,YMR109W,YMR113W,YMR128W,YMR138W,YMR162C,YMR186W,YMR190C,YMR205C,YMR207C,YMR208W,YMR216C,YMR217W,YMR220W,YMR246W,YMR284W,YMR290C,YMR293C,YMR301C,YMR315W,YNL014W,YNL020C,YNL073W,YNL088W,YNL090W,YNL093W,YNL098C,YNL102W,YNL112W,YNL129W,YNL132W,YNL154C,YNL161W,YNL163C,YNL180C,YNL183C,YNL200C,YNL207W,YNL209W,YNL218W,YNL220W,YNL247W,YNL250W,YNL256W,YNL262W,YNL267W,YNL290W,YNL304W,YNL307C,YNL329C,YNL339C,YNR011C,YNR012W,YNR027W,YNR029C,YNR031C,YNR038W,YNR043W,YNR047W,YNR053C,YNR057C,YNR070W,YOL016C,YOL023W,YOL033W,YOL034W,YOL045W,YOL049W,YOL055C,YOL058W,YOL061W,YOL075C,YOL090W,YOL094C,YOL095C,YOL097C,YOL100W,YOL113W,YOL128C,YOL136C,YOR001W,YOR005C,YOR011W,YOR046C,YOR061W,YOR076C,YOR089C,YOR094W,YOR101W,YOR117W,YOR119C,YOR128C,YOR133W,YOR141C,YOR142W,YOR143C,YOR153W,YOR155C,YOR165W,YOR168W,YOR171C,YOR185C,YOR187W,YOR191W,YOR204W,YOR211C,YOR217W,YOR231W,YOR241W,YOR250C,YOR259C,YOR262W,YOR267C,YOR274W,YOR290C,YOR291W,YOR303W,YOR304W,YOR317W,YOR326W,YOR335C,YOR339C,YOR347C,YOR351C,YOR359W,YOR386W,YOR396W,YPL003W,YPL008W,YPL026C,YPL029W,YPL031C,YPL036W,YPL040C,YPL042C,YPL051W,YPL058C,YPL074W,YPL082C,YPL093W,YPL104W,YPL106C,YPL119C,YPL141C,YPL147W,YPL150W,YPL153C,YPL155C,YPL160W,YPL167C,YPL188W,YPL203W,YPL204W,YPL207W,YPL209C,YPL214C,YPL217C,YPL218W,YPL222W,YPL226W,YPL236C,YPL240C,YPL258C,YPL270W,YPL283C,YPR024W,YPR033C,YPR035W,YPR041W,YPR047W,YPR054W,YPR066W,YPR080W,YPR081C,YPR088C,YPR106W,YPR111W,YPR141C,YPR145W,YPR161C,YPR165W,YPR173C,YPR204W"
"GO:0000170"	"2"	"sphingosine hydroxylase activity"	"鞘氨醇羟化酶活性"	"Catalysis of the hydroxylation of sphingolipid long chain bases."	"YDR297W,YMR272C"
"GO:0000171"	"8"	"ribonuclease MRP activity"	"核糖核酸酶MRP活性"	"Catalysis of the site-specific cleavage of RNA by a catalytic RNA-mediated mechanism; substrates include the A3 site in the ITS1 of pre-rRNA."	"YAL033W,YBL018C,YBR167C,YBR257W,YGR030C,YHR062C,YNL221C,YNL282W"
"GO:0000175"	"10"	"3'-5'-exoribonuclease activity"	"3'-5'-核糖核酸酶活性"	"Catalysis of the sequential cleavage of mononucleotides from a free 3' terminus of an RNA molecule."	"YAL021C,YDR293C,YGR276C,YLR059C,YLR107W,YLR132C,YMR287C,YNR052C,YOL021C,YOR001W"
"GO:0000179"	"1"	"rRNA (adenine-N6,N6-)-dimethyltransferase activity"	"rRNA（腺嘌呤-N6，N6-）-二甲基转移酶活性"	"Catalysis of the dimethylation of two adjacent adenine residues in a rRNA, using S-adenosyl-L-methionine as a methyl donor."	"YPL266W"
"GO:0000182"	"9"	"rDNA binding"	"rDNA结合"	"Binding to a DNA sequence encoding a ribosomal RNA."	"YBR245C,YEL055C,YER164W,YGR063C,YHL025W,YJL076W,YKL125W,YKR010C,YOR290C"
"GO:0000210"	"1"	"NAD+ diphosphatase activity"	"NAD+二磷酸酶活性"	"Catalysis of the reaction: NAD+ + H2O = AMP + NMN."	"YGL067W"
"GO:0000213"	"4"	"tRNA-intron endonuclease activity"	"tRNA内含子内切酶活性"	"Catalysis of the endonucleolytic cleavage of pre-tRNA, producing 5'-hydroxyl and 2',3'-cyclic phosphate termini, and specifically removing the intron."	"YAR008W,YLR105C,YMR059W,YPL083C"
"GO:0000215"	"1"	"tRNA 2'-phosphotransferase activity"	"tRNA 2'-磷酸转移酶活性"	"Catalysis of the reaction: 2'-phospho-[ligated tRNA] + NAD+ = mature tRNA + ADP ribose 1'',2''-phosphate + nicotinamide + H2O. This reaction is the transfer of the splice junction 2-phosphate from ligated tRNA to NAD+ to produce ADP-ribose 1'-2' cyclic phosphate."	"YOL102C"
"GO:0000217"	"5"	"DNA secondary structure binding"	"DNA二级结构结合"	"Binding to a DNA secondary structure element such as a four-way junction, a bubble, a loop, Y-form DNA, or a double-strand/single-strand junction."	"YER161C,YFL008W,YFR031C,YGL249W,YHR153C"
"GO:0000224"	"2"	"peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity"	"肽-N4-（N-乙酰基-β-氨基葡萄糖基）天冬酰胺酰胺酶活性"	"Catalysis of the reaction: 4-N-(N-acetyl-D-glucosaminyl)-protein + H2O = N-acetyl-beta-D-glucosaminylamine + peptide L-aspartate. This reaction is the hydrolysis of an N4-(acetyl-beta-D-glucosaminyl)asparagine residue in which the N-acetyl-D-glucosamine residue may be further glycosylated, to yield a (substituted) N-acetyl-beta-D-glucosaminylamine and the peptide containing an aspartic residue."	"YEL037C,YPL096W"
"GO:0000225"	"1"	"N-acetylglucosaminylphosphatidylinositol deacetylase activity"	"N-乙酰氨基葡萄糖基磷脂酰肌醇脱乙酰酶活性"	"Catalysis of the reaction: N-acetyl-D-glucosaminylphosphatidylinositol + H2O = D-glucosaminylphosphatidylinositol + acetate. This reaction is the second step of the biosynthesis of glycosylphosphatidylinositol (GPI), used to anchor various eukaryotic proteins to the cell-surface membrane."	"YMR281W"
"GO:0000246"	"1"	"delta24(24-1) sterol reductase activity"	"delta24（24-1）甾醇还原酶活性"	"Catalysis of the reaction: ergosterol + NADP(+) = ergosta-5,7,22,24(24(1))-tetraen-3beta-ol + H(+) + NADPH."	"YGL012W"
"GO:0000247"	"1"	"C-8 sterol isomerase activity"	"C-8甾醇异构酶活性"	"Catalysis of the reaction which results in unsaturation at C-7 in the B ring of sterols."	"YMR202W"
"GO:0000248"	"1"	"C-5 sterol desaturase activity"	"C-5甾醇去饱和酶活性"	"Catalysis of the reaction: 5,7,24(28)-ergostatrienol + O2 + NADPH = 5,7,22,24(28)-ergostatetraenol + 2 H2O + NADP+."	"YLR056W"
"GO:0000249"	"1"	"C-22 sterol desaturase activity"	"C-22甾醇去饱和酶活性"	"Catalysis of the formation of the C-22(23) double bond in the sterol side chain. An example reaction: 5,7,24(28)-ergostatrienol + O2 + NADPH = 5,7,22,24(28)-ergostatetraenol + 2 H2O + NADP+."	"YMR015C"
"GO:0000250"	"1"	"lanosterol synthase activity"	"羊毛甾醇合酶活性"	"Catalysis of the reaction: (S)-2,3-epoxysqualene = lanosterol. This is a cyclization reaction that forms the sterol nucleus."	"YHR072W"
"GO:0000252"	"1"	"C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity"	"C-3甾醇脱氢酶（C-4甾醇脱羧酶）活性"	"Catalysis of the reaction: 3-beta-hydroxy-4-beta-methyl-5-alpha-cholesta-8,24-dien-4-alpha-carboxylate + NAD(P)+ = 4-alpha-methyl-5-alpha-cholesta-8,24-dien-3-one + CO2 + NAD(P)H."	"YGL001C"
"GO:0000253"	"1"	"3-keto sterol reductase activity"	"3-酮甾醇还原酶活性"	"Catalysis of the reaction: a 3-beta-hydroxyl sterol + NADP+ = a 3-keto sterol + NADPH + H(+)."	"YLR100W"
"GO:0000254"	"1"	"C-4 methylsterol oxidase activity"	"C-4甲基甾醇氧化酶活性"	"Catalysis of the reaction: 4,4-dimethyl-5-alpha-cholesta-8,24-dien-3-beta-ol + NAD(P)H + H(+) + O2 = 4-beta-hydroxymethyl-4-alpha-methyl-5-alpha-cholesta-8,24-dien-3-beta-ol + NAD(P)+ + H2O."	"YGR060W"
"GO:0000257"	"1"	"nitrilase activity"	"硝化酶活性"	"Catalysis of the reaction: a nitrile + H2O = a carboxylate + NH3. Acts on a wide range of aromatic nitriles including (indole-3-yl)-acetonitrile and some aliphatic nitriles, and on the corresponding acid amides."	"YIL164C"
"GO:0000277"	"1"	"[cytochrome c]-lysine N-methyltransferase activity"	"[细胞色素c]-赖氨酸N-甲基转移酶活性"	"Catalysis of the reaction: S-adenosyl-L-methionine + cytochrome c L-lysine = S-adenosyl-L-homocysteine + cytochrome c N6-methyl-L-lysine. This is the addition of a methyl group to the N6 atom of a lysine residue in cytochrome c."	"YHR109W"
"GO:0000285"	"1"	"1-phosphatidylinositol-3-phosphate 5-kinase activity"	"1-磷脂酰肌醇-3-磷酸5-激酶活性"	"Catalysis of the reaction: a 1-phosphatidyl-1D-myo-inositol 3-phosphate + ATP = a 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate + ADP + 2 H(+)."	"YFR019W"
"GO:0000287"	"54"	"magnesium ion binding"	"镁离子结合"	"Binding to a magnesium (Mg) ion."	"YAL026C,YAL038W,YBL068W,YBR011C,YBR176W,YBR252W,YCL018W,YDL066W,YDL080C,YDR093W,YDR380W,YEL020C,YEL038W,YEL058W,YER055C,YER099C,YER166W,YGR087C,YGR208W,YGR244C,YGR254W,YHR168W,YHR174W,YIL048W,YIL094C,YJL005W,YJL079C,YKL113C,YKL127W,YKL181W,YKL218C,YLR044C,YLR060W,YLR134W,YLR151C,YLR174W,YLR215C,YMR105C,YMR108W,YMR162C,YMR267W,YMR278W,YMR323W,YNL010W,YNL037C,YNL220W,YOL061W,YOR136W,YOR155C,YOR393W,YPL148C,YPL214C,YPL231W,YPL281C"
"GO:0000293"	"9"	"ferric-chelate reductase activity"	"铁螯合还原酶活性"	"Catalysis of the reaction: 2 Fe3+-siderophore + electron donor -> 2 Fe3+-siderophore + electron acceptor."	"YGL160W,YKL220C,YLL051C,YLR047C,YLR214W,YNR060W,YOL152W,YOR381W,YOR384W"
"GO:0000295"	"1"	"adenine nucleotide transmembrane transporter activity"	"腺嘌呤核苷酸跨膜转运蛋白活性"	"Enables the transfer of adenine nucleotides (AMP, ADP, and ATP) from one side of a membrane to the other."	"YPR128C"
"GO:0000297"	"4"	"spermine transmembrane transporter activity"	"精胺跨膜转运蛋白活性"	"Enables the transfer of spermine from one side of a membrane to the other. Spermine is a polybasic amine found in human sperm, in ribosomes and in some viruses, which is involved in nucleic acid packaging. Synthesis is regulated by ornithine decarboxylase which plays a key role in control of DNA replication."	"YGR138C,YLL028W,YOR273C,YPR156C"
"GO:0000298"	"3"	"endopolyphosphatase activity"	"内多聚磷酸酶活性"	"Catalysis of the reaction: polyphosphate + n H2O = (n+1) oligophosphate. The product contains 4 or 5 phosphate residues."	"YDR452W,YNL217W,YOR163W"
"GO:0000309"	"3"	"nicotinamide-nucleotide adenylyltransferase activity"	"烟酰胺核苷酸腺苷酸转移酶活性"	"Catalysis of the reaction: ATP + nicotinamide nucleotide = diphosphate + NAD+."	"YCL047C,YGR010W,YLR328W"
"GO:0000310"	"1"	"xanthine phosphoribosyltransferase activity"	"黄嘌呤磷酸核糖转移酶活性"	"Catalysis of the reaction: 5-phospho-alpha-D-ribose 1-diphosphate + xanthine = (9-D-ribosylxanthine)-5'-phosphate + diphosphate."	"YJR133W"
"GO:0000319"	"1"	"sulfite transmembrane transporter activity"	"亚硫酸盐跨膜转运蛋白活性"	"Enables the transfer of sulfite ions from one side of a membrane to the other."	"YPL092W"
"GO:0000334"	"1"	"3-hydroxyanthranilate 3,4-dioxygenase activity"	"3-羟基邻氨基苯甲酸-3,4-双加氧酶活性"	"Catalysis of the reaction: 3-hydroxyanthranilate + O(2) = cis,cis-2-amino-3-(3-oxoprop-1-enyl)but-2-enedioate + H(+)."	"YJR025C"
"GO:0000339"	"3"	"RNA cap binding"	"RNA帽结合"	"Binding to a 7-methylguanosine (m7G) group or derivative located at the 5' end of an RNA molecule."	"YJL124C,YMR125W,YPL178W"
"GO:0000340"	"3"	"RNA 7-methylguanosine cap binding"	"RNA 7-甲基鸟苷帽结合"	"Binding to a 7-methylguanosine group added cotranscriptionally to the 5' end of RNA molecules transcribed by polymerase II."	"YLR270W,YOL139C,YOR173W"
"GO:0000384"	"10"	"first spliceosomal transesterification activity"	"第一剪接体酯交换活性"	"Catalysis of the first transesterification reaction of spliceosomal mRNA splicing. The intron branch site adenosine is the nucleophile attacking the 5' splice site, resulting in cleavage at this position. In cis splicing, this is the step that forms a lariat structure of the intron RNA, while it is still joined to the 3' exon."	"YAL032C,YBR188C,YDR243C,YDR416W,YGR129W,YIR005W,YJR050W,YKL095W,YLL036C,YPR101W"
"GO:0000386"	"11"	"second spliceosomal transesterification activity"	"第二剪接体酯交换活性"	"Catalysis of the second transesterification reaction of spliceosomal mRNA splicing. Ligation of the two exons occurs via a transesterification reaction where the free 3'-hydroxyl group of the 5' exon is the nucleophile attacking the 3' splice site. Non-expressed sequences are now detached from the exons. In cis splicing, the intron is in a lariat structure."	"YAL032C,YDR088C,YDR364C,YDR416W,YER013W,YGR006W,YGR129W,YHR165C,YJR050W,YKR086W,YMR213W"
"GO:0000400"	"10"	"four-way junction DNA binding"	"四向连接DNA结合"	"Binding to a DNA segment containing four-way junctions, also known as Holliday junctions, a structure where two DNA double strands are held together by reciprocal exchange of two of the four strands, one strand each from the two original helices."	"YDL154W,YDR076W,YDR097C,YDR174W,YFL003C,YIL072W,YIR002C,YLR032W,YOL090W,YPL024W"
"GO:0000402"	"2"	"crossed form four-way junction DNA binding"	"交叉形式四向连接DNA结合"	"Binding to a DNA segment containing the crossed form of a four-way junction, also known as a Holliday junction, a structure where two DNA double strands are held together by reciprocal exchange of two of the four strands, one strand each from the two original helices. The crossed form of a four-way junction cannot be diagrammed without any of the strands crossing over, and instead contains a single crossover between two of the strands."	"YIR021W,YKL011C"
